,tokens,BIO_str,BIO_nums,BIO_list
388,"Состояние неопределенности , но покоя .",O O O O O O,"[10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O']"
389,Как аналитик глубже Камю .,O O O O O,"[10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O']"
390,"Очень ей спектакль понравился , так горячо и долго она его вспоминала , что я заснуть не мог , а ехать надо было за рулем во Внуково , Ну , ничего .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
391,"Поговорил с Черныхом , Артюшиной , Исхаковым , Захаровой , Давыдовой , а в заключение и с Лукьяниным .",O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
393,"На нем , по сути дела , ничего решено не было .",O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
394,"Они постоянно горят на земле , а при запуске последовательно гаснут по мере того , как параметры двигателя приходят в норму .",O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
395,Прриезжала тетя Галя .,O O O O,"[10, 10, 10, 10]","['O', 'O', 'O', 'O']"
396,Не проходит моя злость на теоретическую математику .,O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
397,События одно на другое наступают — надо быть в курсе .,O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
399,Пошли к штабу .,O O B-FAC O,"[10, 10, 4, 10]","['O', 'O', 'B-FAC', 'O']"
400,Выпустил бы хоть интерцепторы — так нет : на 3000 гасит скорость с 575 до 500 в горизонтальном полете без интерцепторов .,O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
401,"А то знают , что человек уходит , и еще под зад пинают , чтобы , уходя , плюнул через плечо и не обернулся .",O O O O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
402,"Пришлось их расталкивать , причитая , что давно уже пора снимать палатку , ведь мы в парке .",O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
404,"Когда выходили на дорогу , вперед выдвигался танк с тралом .",O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
405,Филатову ?,B-PER O,"[6, 10]","['B-PER', 'O']"
406,"Попов не явился , так как ему « не рекомендовала » его партия — « Демороссы » ...",B-PER O O O O O O O O O O O O O O O O O,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
407,"Посіяне сталіністами зерно страху і недовір ' я проросло , і дало глибоке коріння .",O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
408,Сразу после обеда мы попрощались .,O O O O O O,"[10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O']"
409,"Надо не переступить черту , не войти в федерализацию , иначе произойдет раскол партии .",O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
410,"Мы находимся где-то посредине между ними и Германией , Чехословакией , Польшей .",O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
411,"Назаров , Бобрынина в один голос …",B-PER O B-PER O O O O,"[6, 10, 6, 10, 10, 10, 10]","['B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
412,Нет достойного варианта .,O O O O,"[10, 10, 10, 10]","['O', 'O', 'O', 'O']"
415,Затем летим в Гданьск,O O O B-LOC,"[10, 10, 10, 0]","['O', 'O', 'O', 'B-LOC']"
416,"Странный лощеный палач радостно приветствует местного « героя » , а где Витек , не знает , был , вышел .",O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
419,Первый раз « руководители партии » оказались на втором месте .,O O O B-CHAR I-CHAR O O O O O O,"[10, 10, 10, 8, 9, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'B-CHAR', 'I-CHAR', 'O', 'O', 'O', 'O', 'O', 'O']"
420,Воскресенье .,O O,"[10, 10]","['O', 'O']"
421,"Оставила под Аниной подушкой их паспорта на случай надзора , но , видно , подходившие к палатке , хоть и шуршали , но войти в наглухо закрытый « дом » , постучав , не решились .",O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
422,"М . С . « собрал » Яковлева , Шеварднадзе и меня ...",B-PER I-PER I-PER I-PER O O O B-PER O B-PER O O O,"[6, 7, 7, 7, 10, 10, 10, 6, 10, 6, 10, 10, 10]","['B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O']"
423,Нелепо !,O O,"[10, 10]","['O', 'O']"
424,"Ник . принял нас радушно , угостил водкой , выпил сам , потом пошли гулять на залив с Кавериными ( Лидия Николаевна < com id = "" 149806451114440 "" / > еще была жива-здорова , удивительно скромная , скромно одетая маленькая женщина , с добрыми , внимательными глазами ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
425,"Подхожу к стеклянной и вижу , что кто-то открывает входную дверь .",O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
429,Марина с нами « пировала » мало — ей надо было перевести английские тексты для завтрашних записей на радио .,B-PER O O O O O O O O O O O O O O O O O O O,"[6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
430,От полудня читаю … Ельцина .,O O O O O O,"[10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O']"
431,— Госплану не занимать менторскую позицию .,O O O O O O O,"[10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
432,"Встретила привычная картина : жара , мгла , насупленность природы , глухие разрывы за гребнем гор . Когда ехали из аэропорта в город , дорога показалась более разбитой , чем неделю назад .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
433,Володя был мил .,B-PER O O O,"[6, 10, 10, 10]","['B-PER', 'O', 'O', 'O']"
434,"Ум , речь , мысль ( а не информированность ) , высота — переплелись .",O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
436,> — Это зачем же еще — удивился Незнайка . > —,O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
437,"На первом месте идёт Собчак , а уже потом — Ленин !",O O O O B-PER O O O O O B-PER O,"[10, 10, 10, 10, 6, 10, 10, 10, 10, 10, 6, 10]","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
438,"Он получил 12 лет , отсидел 6 .",O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
439,И что мне делать — архив свой хранить вне дома ?!,O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
441,"И пытается остановить потоки гласности , а это уже трудно , интеллигенция вовсю разошлась , ей уже и « Живаго » мало , подавай Солженицына !",O O O O O O O O O O O O O O O O O O O B-PER O O O O B-PER O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 6, 10, 10, 10, 10, 6, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
442,"Если говорят : черное , нас хоть на секунду посетит сомнение ...",O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
443,"Оказывается , секретарь ЦК ДОМА , который прибыл сюда , сказал , что ЦК решил оставить Кандагарский филиал .",O O B-CHAR O O O O O O O O O O O O O O O O,"[10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'B-CHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
444,И он нашел детей — конкретную цель ...,O O O B-CHAR O O O O,"[10, 10, 10, 8, 10, 10, 10, 10]","['O', 'O', 'O', 'B-CHAR', 'O', 'O', 'O', 'O']"
445,Прямо-таки сантиметр за сантиметром .,O O O O O,"[10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O']"
446,"Но нашему поколению , а может , и поколению , следующему за нами , выпала судьба нелегкая , вроде как жертвенная : детей благополучия , вещизма и наступающей бездуховности придется положить на алтарь перестройки .",O O O O O O O O O O O O O O O O O O O O O O B-CHAR O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CHAR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
447,"Лихачев видит гуманизацию гомосферы в росте интереса к памятникам культуры , но в « Чучеле » , например , я не случайно противопоставлял интерес деда к картинам своего предка ( и тут есть « время собирать камни » ) и орды туристов ( где нет ничего духовного , кроме автоматизма массовой культуры ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
448,Всех тревожит будущее журнала .,O O O O O,"[10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O']"
451,Три ондатры отмечены на Офицерском озере .,O O O O B-LOC I-LOC O,"[10, 10, 10, 10, 0, 1, 10]","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
453,Но — далеко .,O O O O,"[10, 10, 10, 10]","['O', 'O', 'O', 'O']"
455,"Вскоре к И . А . пришел Семенов из бригады , чувствуется , что был очень зол .",O O B-PER I-PER I-PER I-PER O B-PER O O O O O O O O O O,"[10, 10, 6, 7, 7, 7, 10, 6, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
456,"Проходит реорганизация банковской системы , по моему мнению , неудачная .",O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
457,"Как любима и как жалка эта бедная жизнь и как она хороша , одновременно .",O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
459,Внутрипартийные дела — это внутрипартийные дела .,O O O O O O O,"[10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
460,Позвонила Муравьеву по поводу причастия .,O B-PER O O O O,"[10, 6, 10, 10, 10, 10]","['O', 'B-PER', 'O', 'O', 'O', 'O']"
461,"> — А что я должен слышать , по твоему ? — испугано насторожился Пончик . > — Шум реактивного двигателя .",O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
462,"Потом начинается свечение или сияние с обычных занавесей , которые постепенно становятся длиннее , их окраска делается ярче , переливы света проносятся по ним всё стремительнее — будто готовится взрыв .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
464,Но у меня условия были конкретные .,O O O O O O O,"[10, 10, 10, 10, 10, 10, 10]","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
